kind,parent_hierarchy,parents,code,name,abbr,lat,lng
6,6:76:51,3=76&5=51;3=76&5=51&6=5101,51006,Alto Teles Pires,Alto Teles Pires,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5101,51007,Sinop,Sinop,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5101,51008,Paranatinga,Paranatinga,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5102,51009,Norte Araguaia,Norte Araguaia,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5102,51010,Canarana,Canarana,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5102,51011,Médio Araguaia,Médio Araguaia,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5103,51012,Alto Guaporé,Alto Guaporé,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5103,51013,Tangará da Serra,Tangará da Serra,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5103,51014,Jauru,Jauru,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5104,51015,Alto Paraguai,Alto Paraguai,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5104,51016,Rosário Oeste,Rosário Oeste,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5104,51017,Cuiabá,Cuiabá,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5104,51018,Alto Pantanal,Alto Pantanal,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5105,51019,Primavera do Leste,Primavera do Leste,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5105,51020,Tesouro,Tesouro,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5105,51021,Rondonópolis,Rondonópolis,,
6,6:76:51,3=76&5=51;3=76&5=51&6=5105,51022,Alto Araguaia,Alto Araguaia,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5201,52001,São Miguel do Araguaia,São Miguel do Araguaia,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5201,52002,Rio Vermelho,Rio Vermelho,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5201,52003,Aragarças,Aragarças,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5202,52004,Porangatu,Porangatu,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5202,52005,Chapada dos Veadeiros,Chapada dos Veadeiros,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5203,52006,Ceres,Ceres,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5203,52007,Anápolis,Anápolis,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5203,52008,Iporá,Iporá,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5203,52009,Anicuns,Anicuns,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5203,52010,Goiânia,Goiânia,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5204,52011,Vão do Paranã,Vão do Paranã,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5204,52012,Entorno de Brasília,Entorno de Brasília,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52013,Sudoeste de Goiás,Sudoeste de Goiás,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52014,Vale do Rio dos Bois,Vale do Rio dos Bois,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52015,Meia Ponte,Meia Ponte,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52016,Pires do Rio,Pires do Rio,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52017,Catalão,Catalão,,
6,6:76:52,3=76&5=52;3=76&5=52&6=5205,52018,Quirinópolis,Quirinópolis,,
6,6:76:53,3=76&5=53;3=76&5=53&6=5301,53001,Brasília,Brasília,,
